#EC;BANDEIRA;CAMPO;VALOR_STAR;VALOR_SEC;EC_MATRIZ
"1013215092";"MAS";"TRAVA";"S";"N";"1013215092"
"1013217338";"DIN";"TRAVA";"S";"N";"1013217338"
"1013218083";"MAS";"TRAVA";"N";"S";"1006140155"
"1013219047";"VIS";"TRAVA";"S";"N";"1013219047"
"1013220592";"MAS";"TRAVA";"S";"N";"1013220592"
"1013222811";"MAS";"TRAVA";"S";"N";"1013222811"
"1013223702";"DIN";"TRAVA";"S";"N";"1013223702"
"1013228224";"MAS";"TRAVA";"S";"N";"1013228224"
"1013231535";"MAS";"TRAVA";"N";"S";"1013231535"
"1013233120";"MAS";"TRAVA";"S";"N";"1013233120"
"1013237975";"DIN";"TRAVA";"S";"N";"1013237975"
"1013246559";"MAS";"TRAVA";"S";"N";"1013246559"
"1013249361";"MAS";"TRAVA";"S";"N";"1013249361"
"1013250297";"DIN";"TRAVA";"S";"N";"1013250297"
"1013256945";"VIS";"TRAVA";"S";"N";"1013256945"
"1013259340";"MAS";"TRAVA";"S";"N";"1013259340"
"1013262210";"MAS";"TRAVA";"S";"N";"1013262210"
"1013264042";"VIS";"TRAVA";"N";"S";"1013264042"
"1013266304";"MAS";"TRAVA";"S";"N";"1013266304"
"1013266460";"DIN";"TRAVA";"S";"N";"1013266460"
"1013266827";"MAS";"TRAVA";"S";"N";"1013266827"
"1013268170";"MAS";"TRAVA";"S";"N";"1013268170"
"1013268170";"VIS";"TRAVA";"S";"N";"1013268170"
"1013270328";"MAS";"TRAVA";"N";"S";"1013270328"
"1013270328";"VIS";"TRAVA";"N";"S";"1013270328"
"1013273157";"MAS";"TRAVA";"S";"N";"1013273157"
"1013273424";"MAS";"TRAVA";"S";"N";"1013273424"
"1013273793";"MAS";"TRAVA";"S";"N";"1013273793"
"1013277349";"MAS";"TRAVA";"N";"S";"1013277349"
"1013277349";"VIS";"TRAVA";"N";"S";"1013277349"
"1013283799";"MAS";"TRAVA";"S";"N";"1013283799"
"1013289045";"MAS";"TRAVA";"S";"N";"1013289045"
"1013290396";"MAS";"TRAVA";"S";"N";"1013290396"
"1013290736";"VIS";"TRAVA";"N";"S";"1013290736"
"1013291163";"MAS";"TRAVA";"S";"N";"1013291163"
"1013293042";"MAS";"TRAVA";"S";"N";"1013293042"
"1013293530";"MAS";"TRAVA";"S";"N";"1013293530"
"1013302815";"MAS";"TRAVA";"S";"N";"1013302815"
"1013302823";"MAS";"TRAVA";"N";"S";"1013302823"
"1013307280";"MAS";"TRAVA";"S";"N";"1013307280"
"1013310907";"MAS";"TRAVA";"S";"N";"1012720397"
"1013311261";"MAS";"TRAVA";"N";"S";"1013311261"
"1013311261";"VIS";"TRAVA";"N";"S";"1013311261"
"1013312624";"MAS";"TRAVA";"S";"N";"1013312624"
"1013317030";"MAS";"TRAVA";"S";"N";"1013317030"
"1013318215";"MAS";"TRAVA";"S";"N";"1013318215"
"1013318860";"MAS";"TRAVA";"N";"S";"1013318860"
"1013318860";"VIS";"TRAVA";"N";"S";"1013318860"
"1013326625";"MAS";"TRAVA";"S";"N";"1013326625"
"1013329497";"MAS";"TRAVA";"S";"N";"1013329497"
"1013331360";"DIN";"TRAVA";"S";"N";"1013331360"
"1013342230";"MAS";"TRAVA";"N";"S";"1013342230"
"1013345123";"MAS";"TRAVA";"N";"S";"1013345123"
"1013345123";"VIS";"TRAVA";"N";"S";"1013345123"
"1013350259";"MAS";"TRAVA";"S";"N";"1013350259"
"1013351808";"HIP";"TRAVA";"S";"N";"1013351808"
"1013353630";"MAS";"TRAVA";"S";"N";"1013353630"
"1013354432";"MAS";"TRAVA";"S";"N";"1013354432"
"1013355854";"MAS";"TRAVA";"S";"N";"1013355854"
"1013356427";"DIN";"TRAVA";"S";"N";"1013356427"
"1013362656";"MAS";"TRAVA";"N";"S";"1013362656"
"1013369391";"AME";"TRAVA";"S";"N";"1013369391"
"1013372139";"MAS";"TRAVA";"S";"N";"1013372139"
"1013373470";"MAS";"TRAVA";"N";"S";"1013373470"
"1013374395";"MAS";"TRAVA";"N";"S";"1013374395"
"1013376185";"MAS";"TRAVA";"S";"N";"1013376185"
"1013377246";"MAS";"TRAVA";"S";"N";"1013377246"
"1013396534";"MAS";"TRAVA";"S";"N";"1013396534"
"1013399029";"MAS";"TRAVA";"N";"S";"1013399029"
"1013406173";"MAS";"TRAVA";"S";"N";"1013406173"
"1013406777";"MAS";"TRAVA";"S";"N";"1013406777"
"1013407447";"MAS";"TRAVA";"S";"N";"1013407447"
"1013411584";"MAS";"TRAVA";"S";"N";"1013411584"
"1013418422";"MAS";"TRAVA";"S";"N";"1013418422"
"1013418473";"MAS";"TRAVA";"S";"N";"1013418473"
"1013422047";"MAS";"TRAVA";"S";"N";"1013422047"
"1013422969";"AME";"TRAVA";"S";"N";"1013422969"
"1013423949";"DIN";"TRAVA";"S";"N";"1013423949"
"1013426425";"MAS";"TRAVA";"S";"N";"1013426425"
"1013428665";"MAS";"TRAVA";"S";"N";"1013428665"
"1013436510";"MAS";"TRAVA";"S";"N";"1013436510"
"1013437087";"DIN";"TRAVA";"S";"N";"1013437087"
"1013437567";"VIS";"TRAVA";"N";"S";"1013437567"
"1013442455";"MAS";"TRAVA";"S";"N";"1013442455"
"1013444130";"MAS";"TRAVA";"S";"N";"1013444130"
"1013445861";"MAS";"TRAVA";"S";"N";"1013445861"
"1013447430";"VIS";"TRAVA";"S";"N";"1013447430"
"1013452957";"MAS";"TRAVA";"S";"N";"1013452957"
"1013452981";"DIN";"TRAVA";"S";"N";"1013452981"
"1013453481";"MAS";"TRAVA";"S";"N";"1013453481"
"1013454461";"MAS";"TRAVA";"S";"N";"1013454461"
"1013454895";"DIN";"TRAVA";"S";"N";"1013454895"
"1013455239";"MAS";"TRAVA";"N";"S";"1013455239"
"1013456960";"MAS";"TRAVA";"S";"N";"1013456960"
"1013458130";"MAS";"TRAVA";"S";"N";"1013458130"
"1013459161";"MAS";"TRAVA";"S";"N";"1013459161"
"1013459625";"MAS";"TRAVA";"S";"N";"1013459625"
"1013463720";"MAS";"TRAVA";"N";"S";"1013463720"
"1013466737";"MAS";"TRAVA";"N";"S";"1013466737"
"1013472893";"DIN";"TRAVA";"S";"N";"1013472893"
"1013472958";"MAS";"TRAVA";"S";"N";"1013472958"
"1013473601";"MAS";"TRAVA";"N";"S";"1013473601"
"1013474543";"MAS";"TRAVA";"S";"N";"1013474543"
"1013482775";"MAS";"TRAVA";"S";"N";"1013482775"
"1013482813";"MAS";"TRAVA";"S";"N";"1013482813"
"1013484310";"MAS";"TRAVA";"S";"N";"1013484310"
"1013489770";"MAS";"TRAVA";"S";"N";"1013489770"
"1013490077";"MAS";"TRAVA";"S";"N";"1013490077"
"1013491480";"MAS";"TRAVA";"N";"S";"1013491480"
"1013491480";"VIS";"TRAVA";"N";"S";"1013491480"
"1013492630";"MAS";"TRAVA";"S";"N";"1013492630"
"1013492932";"MAS";"TRAVA";"S";"N";"1013492932"
"1013493904";"MAS";"TRAVA";"S";"N";"1013493904"
"1013498779";"VIS";"TRAVA";"S";"N";"1012022452"
"1013499317";"MAS";"TRAVA";"N";"S";"1013499317"
"1013499317";"VIS";"TRAVA";"N";"S";"1013499317"
"1013499619";"MAS";"TRAVA";"S";"N";"1013499619"
"1013501010";"MAS";"TRAVA";"S";"N";"1013501010"
"1013502482";"MAS";"TRAVA";"N";"S";"1013502482"
"1013502482";"VIS";"TRAVA";"N";"S";"1013502482"
"1013503390";"MAS";"TRAVA";"S";"N";"1013503390"
"1013506909";"VIS";"TRAVA";"N";"S";"1013506909"
"1013510540";"MAS";"TRAVA";"N";"S";"1013510540"
"1013520510";"MAS";"TRAVA";"N";"S";"1013520510"
"1013525792";"MAS";"TRAVA";"N";"S";"1013525792"
"1013526152";"DIN";"TRAVA";"S";"N";"1013526152"
"1013537251";"MAS";"TRAVA";"S";"N";"1013537251"
"1013538363";"MAS";"TRAVA";"S";"N";"1013538363"
"1013539793";"MAS";"TRAVA";"S";"N";"1013539793"
"1013541356";"MAS";"TRAVA";"S";"N";"1013541356"
"1013544193";"MAS";"TRAVA";"S";"N";"1013544193"
"1013544509";"MAS";"TRAVA";"S";"N";"1013544509"
"1013544916";"MAS";"TRAVA";"N";"S";"1013544916"
"1013545939";"MAS";"TRAVA";"N";"S";"1013545939"
"1013550282";"MAS";"TRAVA";"S";"N";"1013550282"
"1013550444";"MAS";"TRAVA";"S";"N";"1013550444"
"1013553885";"MAS";"TRAVA";"S";"N";"1013553885"
"1013555365";"MAS";"TRAVA";"S";"N";"1013555365"
"1013555632";"MAS";"TRAVA";"S";"N";"1013555632"
"1013560679";"MAS";"TRAVA";"S";"N";"1013560679"
"1013564860";"MAS";"TRAVA";"S";"N";"1013564860"
"1013574718";"MAS";"TRAVA";"S";"N";"1013574718"
"1013578349";"MAS";"TRAVA";"S";"N";"1013578349"
"1013579329";"MAS";"TRAVA";"N";"S";"1013579329"
"1013582273";"VIS";"TRAVA";"N";"S";"1013582273"
"1013587135";"MAS";"TRAVA";"N";"S";"1013587135"
"1013587135";"VIS";"TRAVA";"N";"S";"1013587135"
"1013595006";"VIS";"TRAVA";"S";"N";"1013595006"
"1013596347";"MAS";"TRAVA";"S";"N";"1013596347"
"1013596991";"MAS";"TRAVA";"S";"N";"1013596991"
"1013597114";"MAS";"TRAVA";"S";"N";"1013597114"
"1013599133";"MAS";"TRAVA";"S";"N";"1013599133"
"1013600069";"MAS";"TRAVA";"S";"N";"1013600069"
"1013600328";"MAS";"TRAVA";"N";"S";"1013600328"
"1013600328";"VIS";"TRAVA";"N";"S";"1013600328"
"1013603181";"MAS";"TRAVA";"S";"N";"1013603181"
"1013605400";"MAS";"TRAVA";"S";"N";"1013605400"
"1013613225";"MAS";"TRAVA";"S";"N";"1013613225"
"1013613250";"VIS";"TRAVA";"S";"N";"1013613250"
"1013613683";"MAS";"TRAVA";"N";"S";"1013613683"
"1013619371";"DIN";"TRAVA";"S";"N";"1013619371"
"1013620973";"MAS";"TRAVA";"S";"N";"1013620973"
"1013624006";"MAS";"TRAVA";"S";"N";"1013624006"
"1013624219";"MAS";"TRAVA";"S";"N";"1013624219"
"1013627765";"MAS";"TRAVA";"N";"S";"1013627765"
"1013629105";"MAS";"TRAVA";"S";"N";"1013629105"
"1013631061";"MAS";"TRAVA";"S";"N";"1013631061"
"1013637582";"MAS";"TRAVA";"S";"N";"1013637582"
"1013637663";"MAS";"TRAVA";"N";"S";"1013637663"
"1013638635";"MAS";"TRAVA";"S";"N";"1013638635"
"1013638708";"MAS";"TRAVA";"N";"S";"1013638708"
"1013643990";"MAS";"TRAVA";"S";"N";"1013643990"
"1013645003";"MAS";"TRAVA";"S";"N";"1013645003"
"1013646670";"VIS";"TRAVA";"S";"N";"1013646670"
"1013648479";"MAS";"TRAVA";"N";"S";"1013648479"
"1013655130";"VIS";"TRAVA";"S";"N";"1013655130"
"1013660339";"MAS";"TRAVA";"N";"S";"1013660339"
"1013660487";"MAS";"TRAVA";"N";"S";"1013660487"
"1013664717";"MAS";"TRAVA";"S";"N";"1013664717"
"1013668593";"MAS";"TRAVA";"S";"N";"1013668593"
"1013678211";"MAS";"TRAVA";"N";"S";"1013678211"
"1013679285";"MAS";"TRAVA";"S";"N";"1013679285"
"1013680348";"MAS";"TRAVA";"S";"N";"1013680348"
"1013684769";"MAS";"TRAVA";"N";"S";"1013684769"
"1013686397";"VIS";"TRAVA";"S";"N";"1013686397"
"1013686664";"MAS";"TRAVA";"S";"N";"1013686664"
"1013690432";"MAS";"TRAVA";"S";"N";"1013690432"
"1013690556";"MAS";"TRAVA";"N";"S";"1013690556"
"1013690807";"MAS";"TRAVA";"S";"N";"1013690807"
"1013691854";"MAS";"TRAVA";"N";"S";"1013691854"
"1013693792";"MAS";"TRAVA";"S";"N";"1013693792"
"1013700209";"MAS";"TRAVA";"S";"N";"1013700209"
"1013700845";"MAS";"TRAVA";"S";"N";"1013700845"
"1013700918";"MAS";"TRAVA";"S";"N";"1013700918"
"1013703127";"MAS";"TRAVA";"S";"N";"1013703127"
"1013703534";"MAS";"TRAVA";"S";"N";"1013703534"
"1013706690";"MAS";"TRAVA";"S";"N";"1013706690"
"1013706711";"MAS";"TRAVA";"S";"N";"1013706711"
"1013712924";"MAS";"TRAVA";"S";"N";"1013712924"
"1013714161";"MAS";"TRAVA";"S";"N";"1013714161"
"1013714781";"MAS";"TRAVA";"S";"N";"1013714781"
"1013716717";"MAS";"TRAVA";"S";"N";"1013716717"
"1013721478";"MAS";"TRAVA";"N";"S";"1013721478"
"1013721478";"VIS";"TRAVA";"N";"S";"1013721478"
"1013722172";"MAS";"TRAVA";"S";"N";"1013722172"
"1013723390";"MAS";"TRAVA";"N";"S";"1013723390"
"1013727735";"MAS";"TRAVA";"S";"N";"1013727735"
"1013744842";"VIS";"TRAVA";"S";"N";"1013744842"
"1013750265";"MAS";"TRAVA";"S";"N";"1013750265"
"1013750893";"MAS";"TRAVA";"S";"N";"1013750893"
"1013750958";"MAS";"TRAVA";"S";"N";"1013750958"
"1013754996";"DIN";"TRAVA";"S";"N";"1013754996"
"1013755704";"DIN";"TRAVA";"S";"N";"1013755704"
"1013756697";"MAS";"TRAVA";"S";"N";"1013756697"
"1013759289";"DIN";"TRAVA";"S";"N";"1013759289"
"1013759998";"MAS";"TRAVA";"N";"S";"1013759998"
"1013760430";"MAS";"TRAVA";"S";"N";"1013760430"
"1013761488";"MAS";"TRAVA";"S";"N";"1013761488"
"1013762220";"MAS";"TRAVA";"S";"N";"1013762220"
"1013766374";"MAS";"TRAVA";"N";"S";"1013766374"
"1013766757";"MAS";"TRAVA";"S";"N";"1013766757"
"1013766838";"MAS";"TRAVA";"S";"N";"1013766838"
"1013776159";"AME";"TRAVA";"S";"N";"1013776159"
"1013778828";"MAS";"TRAVA";"S";"N";"1013778828"
"1013778984";"MAS";"TRAVA";"S";"N";"1013778984"
"1013781810";"MAS";"TRAVA";"S";"N";"1013781810"
"1013784690";"MAS";"TRAVA";"S";"N";"1013784690"
"1013785930";"MAS";"TRAVA";"S";"N";"1013785930"
"1013786707";"MAS";"TRAVA";"S";"N";"1013786707"
"1013803270";"MAS";"TRAVA";"S";"N";"1013803270"
"1013804861";"DIN";"TRAVA";"S";"N";"1013804861"
"1013810179";"MAS";"TRAVA";"S";"N";"1013810179"
"1013810195";"MAS";"TRAVA";"S";"N";"1013810195"
"1013810586";"MAS";"TRAVA";"S";"N";"1013810586"
"1013814824";"MAS";"TRAVA";"N";"S";"1013814824"
"1013814824";"VIS";"TRAVA";"N";"S";"1013814824"
"1013816231";"MAS";"TRAVA";"N";"S";"1005848561"
"1013816231";"VIS";"TRAVA";"N";"S";"1005848561"
"1013817548";"MAS";"TRAVA";"N";"S";"1013817548"
"1013817564";"MAS";"TRAVA";"S";"N";"1013817564"
"1013817785";"MAS";"TRAVA";"N";"S";"1013817785"
"1013817912";"MAS";"TRAVA";"N";"S";"1013817912"
"1013818293";"MAS";"TRAVA";"S";"N";"1013818293"
"1013818625";"MAS";"TRAVA";"S";"N";"1013818625"
"1013823300";"MAS";"TRAVA";"S";"N";"1013823300"
"1013824684";"MAS";"TRAVA";"S";"N";"1013824684"
"1013826733";"MAS";"TRAVA";"S";"N";"1013826733"
"1013826733";"VIS";"TRAVA";"S";"N";"1013826733"
"1013826776";"MAS";"TRAVA";"S";"N";"1013826776"
"1013833055";"MAS";"TRAVA";"S";"N";"1013833055"
"1013833268";"MAS";"TRAVA";"N";"S";"1013833268"
"1013833268";"VIS";"TRAVA";"N";"S";"1013833268"
"1013833551";"MAS";"TRAVA";"N";"S";"1013833551"
"1013837360";"MAS";"TRAVA";"N";"S";"1013837360"
"1013837360";"VIS";"TRAVA";"N";"S";"1013837360"
"1013841864";"MAS";"TRAVA";"N";"S";"1013841864"
"1013846041";"MAS";"TRAVA";"S";"N";"1013846041"
"1013848320";"MAS";"TRAVA";"N";"S";"1013848320"
"1013848320";"VIS";"TRAVA";"N";"S";"1013848320"
"1013853862";"MAS";"TRAVA";"N";"S";"1013853862"
"1013859577";"MAS";"TRAVA";"S";"N";"1013859577"
"1013859720";"MAS";"TRAVA";"S";"N";"1013859720"
"1013859984";"MAS";"TRAVA";"S";"N";"1013859984"
"1013860850";"DIN";"TRAVA";"S";"N";"1013860850"
"1013862985";"MAS";"TRAVA";"S";"N";"1013862985"
"1013863906";"MAS";"TRAVA";"S";"N";"1013863906"
"1013866301";"MAS";"TRAVA";"S";"N";"1013866301"
"1013869017";"MAS";"TRAVA";"S";"N";"1013869017"
"1013870880";"MAS";"TRAVA";"S";"N";"1013870880"
"1013873090";"MAS";"TRAVA";"S";"N";"1013873090"
"1013875092";"MAS";"TRAVA";"S";"N";"1013875092"
"1013876528";"MAS";"TRAVA";"S";"N";"1013876528"
"1013879900";"MAS";"TRAVA";"S";"N";"1013879900"
"1013879900";"VIS";"TRAVA";"S";"N";"1013879900"
"1013879969";"MAS";"TRAVA";"S";"N";"1013879969"
"1013885756";"MAS";"TRAVA";"S";"N";"1013885756"
"1013887236";"VIS";"TRAVA";"S";"N";"1013887236"
"1013892370";"MAS";"TRAVA";"S";"N";"1013892370"
"1013893104";"AME";"TRAVA";"S";"N";"1013893104"
"1013894151";"MAS";"TRAVA";"S";"N";"1013894151"
"1013895140";"MAS";"TRAVA";"S";"N";"1013895140"
"1013896359";"MAS";"TRAVA";"S";"N";"1013896359"
"1013901743";"MAS";"TRAVA";"S";"N";"1013901743"
"1013902936";"MAS";"TRAVA";"N";"S";"1013902936"
"1013910157";"MAS";"TRAVA";"N";"S";"1013910157"
"1013914292";"DIN";"TRAVA";"S";"N";"1013914292"
"1013919766";"MAS";"TRAVA";"N";"S";"1013919766"
"1013929028";"MAS";"TRAVA";"S";"N";"1070146746"
"1013930816";"VIS";"TRAVA";"N";"S";"1013930816"
"1013936750";"DIN";"TRAVA";"S";"N";"1013355277"
"1013939333";"MAS";"TRAVA";"N";"S";"1013939333"
"1013940471";"MAS";"TRAVA";"N";"S";"1013940471"
"1013940471";"VIS";"TRAVA";"N";"S";"1013940471"
"1013944345";"MAS";"TRAVA";"S";"N";"1013944345"
"1013951678";"MAS";"TRAVA";"S";"N";"1013951678"
"1013951899";"MAS";"TRAVA";"S";"N";"1013951899"
"1013951899";"VIS";"TRAVA";"S";"N";"1013951899"
"1013952534";"MAS";"TRAVA";"S";"N";"1013952534"
"1013955479";"MAS";"TRAVA";"S";"N";"1013955479"
"1013957307";"MAS";"TRAVA";"S";"N";"1013957307"
"1013959709";"MAS";"TRAVA";"S";"N";"1013959709"
"1013961339";"MAS";"TRAVA";"N";"S";"1013961339"
"1013967892";"MAS";"TRAVA";"N";"S";"1013967892"
"1013967892";"VIS";"TRAVA";"N";"S";"1013967892"
"1013972977";"MAS";"TRAVA";"S";"N";"1013972977"
"1013976166";"MAS";"TRAVA";"S";"N";"1013976166"
"1013983979";"MAS";"TRAVA";"S";"N";"1013983979"
"1013984983";"MAS";"TRAVA";"S";"N";"1013984983"
"1013989454";"MAS";"TRAVA";"S";"N";"1013989454"
"1013990282";"MAS";"TRAVA";"S";"N";"1013990282"
"1013993010";"MAS";"TRAVA";"S";"N";"1013993010"
"1013995446";"MAS";"TRAVA";"S";"N";"1013995446"
"1013995470";"MAS";"TRAVA";"N";"S";"1013995470"
"1013998461";"MAS";"TRAVA";"S";"N";"1013998461"
"1014005768";"MAS";"TRAVA";"S";"N";"1014005768"
"1014006098";"MAS";"TRAVA";"S";"N";"1014006098"
"1014006098";"VIS";"TRAVA";"S";"N";"1014006098"
"1014011229";"MAS";"TRAVA";"S";"N";"1014011229"
"1014012756";"MAS";"TRAVA";"S";"N";"1014012756"
"1014013175";"MAS";"TRAVA";"N";"S";"1014013175"
"1014021615";"VIS";"TRAVA";"N";"S";"1014021615"
"1014022239";"MAS";"TRAVA";"N";"S";"1014022239"
"1014022727";"MAS";"TRAVA";"N";"S";"1014022727"
"1014023863";"VIS";"TRAVA";"S";"N";"1014023863"
"1014026846";"MAS";"TRAVA";"S";"N";"1014026846"
"1014031092";"AME";"TRAVA";"S";"N";"1014031092"
"1014036868";"MAS";"TRAVA";"S";"N";"1014036868"
"1014037139";"MAS";"TRAVA";"S";"N";"1014037139"
"1014041217";"MAS";"TRAVA";"S";"N";"1014041217"
"1014044550";"MAS";"TRAVA";"S";"N";"1014044550"
"1014046081";"MAS";"TRAVA";"S";"N";"1014046081"
"1014048432";"MAS";"TRAVA";"S";"N";"1014048432"
"1014049676";"MAS";"TRAVA";"S";"N";"1014049676"
"1014050771";"MAS";"TRAVA";"S";"N";"1014050771"
"1014051247";"MAS";"TRAVA";"N";"S";"1014051247"
"1014052936";"DIN";"TRAVA";"S";"N";"1014052936"
"1014054360";"DIN";"TRAVA";"S";"N";"1014054360"
"1014055323";"MAS";"TRAVA";"S";"N";"1014055323"
"1014056257";"MAS";"TRAVA";"N";"S";"1014056257"
"1014059213";"MAS";"TRAVA";"N";"S";"1014059213"
"1014060696";"MAS";"TRAVA";"S";"N";"1014060696"
"1014061420";"MAS";"TRAVA";"S";"N";"1014061420"
"1014069260";"MAS";"TRAVA";"S";"N";"1014069260"
"1014075324";"MAS";"TRAVA";"S";"N";"1014075324"
"1014078986";"MAS";"TRAVA";"S";"N";"1014078986"
"1014082177";"MAS";"TRAVA";"S";"N";"1014082177"
"1014082509";"MAS";"TRAVA";"S";"N";"1014082509"
"1014083211";"MAS";"TRAVA";"S";"N";"1014083211"
"1014083211";"VIS";"TRAVA";"S";"N";"1014083211"
"1014084420";"MAS";"TRAVA";"S";"N";"1014084420"
"1014085842";"MAS";"TRAVA";"N";"S";"1014085842"
"1014087934";"MAS";"TRAVA";"N";"S";"1014087934"
"1014094167";"AME";"TRAVA";"S";"N";"1014094167"
"1014096666";"MAS";"TRAVA";"S";"N";"1014096666"
"1014105045";"MAS";"TRAVA";"S";"N";"1014105045"
"1014107110";"MAS";"TRAVA";"S";"N";"1014107110"
"1014111630";"MAS";"TRAVA";"S";"N";"1014111630"
"1014114311";"MAS";"TRAVA";"S";"N";"1049150705"
"1014115806";"MAS";"TRAVA";"N";"S";"1014115806"
"1014116047";"MAS";"TRAVA";"S";"N";"1014116047"
"1014117833";"MAS";"TRAVA";"S";"N";"1014117833"
"1014118325";"MAS";"TRAVA";"N";"S";"1014118325"
"1014120966";"MAS";"TRAVA";"S";"N";"1014120966"
"1014121016";"MAS";"TRAVA";"S";"N";"1014121016"
"1014121024";"MAS";"TRAVA";"S";"N";"1014121024"
"1014121458";"MAS";"TRAVA";"N";"S";"1014121458"
"1014122322";"MAS";"TRAVA";"S";"N";"1014122322"
"1014126450";"MAS";"TRAVA";"S";"N";"1014126450"
"1014126816";"MAS";"TRAVA";"S";"N";"1014126816"
"1014127111";"MAS";"TRAVA";"N";"S";"1014127111"
"1014127642";"MAS";"TRAVA";"N";"S";"1014127642"
"1014127936";"MAS";"TRAVA";"S";"N";"1014127936"
"1014128320";"MAS";"TRAVA";"S";"N";"1014128320"
"1014130732";"MAS";"TRAVA";"N";"S";"1014130732"
"1014132875";"MAS";"TRAVA";"S";"N";"1014132875"
"1014135564";"MAS";"TRAVA";"S";"N";"1014135564"
"1014142331";"MAS";"TRAVA";"N";"S";"1014142331"
"1014144555";"MAS";"TRAVA";"S";"N";"1014144555"
"1014144660";"MAS";"TRAVA";"S";"N";"1014144660"
"1014145179";"MAS";"TRAVA";"N";"S";"1014145179"
"1014150130";"MAS";"TRAVA";"S";"N";"1014150130"
"1014150601";"MAS";"TRAVA";"S";"N";"1014150601"
"1014150873";"MAS";"TRAVA";"S";"N";"1014150873"
"1014151314";"DIN";"TRAVA";"S";"N";"1014151314"
"1014151705";"MAS";"TRAVA";"N";"S";"1014151705"
"1014156162";"MAS";"TRAVA";"S";"N";"1014156162"
"1014163452";"MAS";"TRAVA";"S";"N";"1014163452"
"1014164378";"MAS";"TRAVA";"S";"N";"1014164378"
"1014165064";"MAS";"TRAVA";"N";"S";"1014165064"
"1014167695";"MAS";"TRAVA";"S";"N";"1014167695"
"1014169272";"MAS";"TRAVA";"N";"S";"1014169272"
"1014171404";"MAS";"TRAVA";"S";"N";"1014171404"
"1014174730";"MAS";"TRAVA";"S";"N";"1014174730"
"1014175140";"MAS";"TRAVA";"S";"N";"1014175140"
"1014177259";"MAS";"TRAVA";"N";"S";"1014177259"
"1014177259";"VIS";"TRAVA";"N";"S";"1014177259"
"1014180578";"MAS";"TRAVA";"S";"N";"1014180578"
"1014182350";"MAS";"TRAVA";"S";"N";"1014182350"
"1014186690";"MAS";"TRAVA";"S";"N";"1014186690"
"1014188650";"MAS";"TRAVA";"S";"N";"1014188650"
"1014192754";"VIS";"TRAVA";"S";"N";"1014192754"
"1014193688";"MAS";"TRAVA";"S";"N";"1014193688"
"1014194269";"MAS";"TRAVA";"N";"S";"1014194269"
"1014196229";"MAS";"TRAVA";"S";"N";"1014196229"
"1014199929";"MAS";"TRAVA";"S";"N";"1014199929"
"1014200749";"MAS";"TRAVA";"S";"N";"1014200749"
"1014203713";"MAS";"TRAVA";"S";"N";"1014203713"
"1014207344";"MAS";"TRAVA";"S";"N";"1014207344"
"1014209975";"MAS";"TRAVA";"N";"S";"1014209975"
"1014210485";"MAS";"TRAVA";"S";"N";"1014210485"
"1014218125";"MAS";"TRAVA";"S";"N";"1014218125"
"1014218125";"VIS";"TRAVA";"S";"N";"1014218125"
"1014220049";"MAS";"TRAVA";"S";"N";"1014220049"
"1014222556";"MAS";"TRAVA";"S";"N";"1014222556"
"1014222998";"MAS";"TRAVA";"S";"N";"1014222998"
"1014224109";"MAS";"TRAVA";"S";"N";"1014224109"
"1014226420";"MAS";"TRAVA";"S";"N";"1014226420"
"1014228457";"MAS";"TRAVA";"S";"N";"1014228457"
"1014229577";"MAS";"TRAVA";"N";"S";"1014229577"
"1014231598";"MAS";"TRAVA";"N";"S";"1014231598"
"1014231628";"MAS";"TRAVA";"S";"N";"1014231628"
"1014232284";"MAS";"TRAVA";"N";"S";"1014232284"
"1014232950";"MAS";"TRAVA";"S";"N";"1014232950"
"1014236867";"MAS";"TRAVA";"S";"N";"1014236867"
"1014240228";"MAS";"TRAVA";"S";"N";"1014240228"
"1014240864";"MAS";"TRAVA";"S";"N";"1014240864"
"1014241925";"VIS";"TRAVA";"S";"N";"1014241925"
"1014243707";"MAS";"TRAVA";"S";"N";"1014243707"
"1014245769";"MAS";"TRAVA";"S";"N";"1014245769"
"1014246501";"MAS";"TRAVA";"N";"S";"1014246501"
"1014247206";"MAS";"TRAVA";"N";"S";"1014247206"
"1014248229";"MAS";"TRAVA";"S";"N";"1014248229"
"1014252064";"MAS";"TRAVA";"S";"N";"1014252064"
"1014252501";"MAS";"TRAVA";"S";"N";"1014252501"
"1014252536";"MAS";"TRAVA";"N";"S";"1014252536"
"1014255691";"MAS";"TRAVA";"S";"N";"1014255691"
"1014255764";"MAS";"TRAVA";"S";"N";"1014255764"
"1014259999";"MAS";"TRAVA";"S";"N";"1014259999"
"1014260377";"MAS";"TRAVA";"S";"N";"1014260377"
"1014261969";"MAS";"TRAVA";"S";"N";"1014261969"
"1014266880";"VIS";"TRAVA";"N";"S";"1014266880"
"1014267100";"MAS";"TRAVA";"S";"N";"1014267100"
"1014270054";"MAS";"TRAVA";"S";"N";"1014270054"
"1014270640";"MAS";"TRAVA";"N";"S";"1014270640"
"1014273282";"MAS";"TRAVA";"N";"S";"1014273282"
"1014276559";"MAS";"TRAVA";"N";"S";"1014276559"
"1014276877";"MAS";"TRAVA";"S";"N";"1014276877"
"1014276907";"MAS";"TRAVA";"S";"N";"1014276907"
"1014277237";"MAS";"TRAVA";"S";"N";"1014277237"
"1014277423";"MAS";"TRAVA";"S";"N";"1014277423"
