#EC;BANDEIRA;CAMPO;VALOR_STAR;VALOR_SEC;EC_MATRIZ
"1004122958";"MAS";"TRAVA";"N";"S";"1004122958"
"1004124160";"MAS";"TRAVA";"S";"N";"1004124160"
"1004124268";"MAS";"TRAVA";"S";"N";"1004124268"
"1004126198";"AME";"TRAVA";"S";"N";"1004126198"
"1004132716";"MAS";"TRAVA";"N";"S";"1004132716"
"1004137831";"VIS";"TRAVA";"N";"S";"1004137831"
"1004142282";"DIN";"TRAVA";"S";"N";"1004142282"
"1004143688";"VIS";"TRAVA";"S";"N";"1004143688"
"1004149848";"MAS";"TRAVA";"S";"N";"1004149848"
"1004149848";"VIS";"TRAVA";"S";"N";"1004149848"
"1004166033";"MAS";"TRAVA";"N";"S";"1004166033"
"1004171754";"DIN";"TRAVA";"S";"N";"1004171754"
"1004172637";"MAS";"TRAVA";"N";"S";"1004172637"
"1004172637";"VIS";"TRAVA";"N";"S";"1004172637"
"1004175156";"VIS";"TRAVA";"S";"N";"1004175156"
"1004179054";"MAS";"TRAVA";"S";"N";"1004179054"
"1004179216";"MAS";"TRAVA";"S";"N";"1004179216"
"1004218521";"MAS";"TRAVA";"N";"S";"1004218521"
"1004219161";"DIN";"TRAVA";"S";"N";"1004219161"
"1004219439";"MAS";"TRAVA";"N";"S";"1004219439"
"1004219439";"VIS";"TRAVA";"N";"S";"1004219439"
"1004221620";"MAS";"TRAVA";"S";"N";"1004221620"
"1004229558";"MAS";"TRAVA";"N";"S";"1004229558"
"1004271007";"MAS";"TRAVA";"N";"S";"1004271007"
"1004285393";"MAS";"TRAVA";"S";"N";"1004285393"
"1004291504";"MAS";"TRAVA";"S";"N";"1004291504"
"1004299122";"MAS";"TRAVA";"S";"N";"1004299122"
"1004300848";"MAS";"TRAVA";"S";"N";"1004300848"
"1004302913";"MAS";"TRAVA";"S";"N";"1004302913"
"1004302913";"VIS";"TRAVA";"S";"N";"1004302913"
"1004311939";"MAS";"TRAVA";"N";"S";"1004311939"
"1004320946";"MAS";"TRAVA";"N";"S";"1004320946"
"1004326553";"MAS";"TRAVA";"N";"S";"1004326553"
"1004336087";"MAS";"TRAVA";"S";"N";"1004336087"
"1004338950";"MAS";"TRAVA";"S";"N";"1004338950"
"1004340491";"MAS";"TRAVA";"N";"S";"1004340491"
"1004362347";"MAS";"TRAVA";"S";"N";"1004362347"
"1004374272";"MAS";"TRAVA";"S";"N";"1004374272"
"1004375147";"MAS";"TRAVA";"S";"N";"1004375147"
"1004375147";"VIS";"TRAVA";"S";"N";"1004375147"
"1004377867";"MAS";"TRAVA";"N";"S";"1004377867"
"1004379487";"DIN";"TRAVA";"S";"N";"1004379487"
"1004382712";"MAS";"TRAVA";"S";"N";"1004382712"
"1004388400";"MAS";"TRAVA";"S";"N";"1004388400"
"1004388400";"VIS";"TRAVA";"S";"N";"1004388400"
"1004388427";"MAS";"TRAVA";"S";"N";"1004388427"
"1004388877";"MAS";"TRAVA";"S";"N";"1004388877"
"1004389830";"AME";"TRAVA";"S";"N";"1004389830"
"1004397728";"MAS";"TRAVA";"S";"N";"1004397728"
"1004400141";"MAS";"TRAVA";"N";"S";"1004400141"
"1004400141";"VIS";"TRAVA";"N";"S";"1004400141"
"1004413006";"MAS";"TRAVA";"S";"N";"1004413006"
"1004413421";"VIS";"TRAVA";"S";"N";"1004413421"
"1004415564";"MAS";"TRAVA";"N";"S";"1004415564"
"1004415564";"VIS";"TRAVA";"N";"S";"1004415564"
"1004417583";"MAS";"TRAVA";"S";"N";"1004417583"
"1004424059";"MAS";"TRAVA";"S";"N";"1004424059"
"1004440534";"MAS";"TRAVA";"N";"S";"1004440534"
"1004440534";"VIS";"TRAVA";"N";"S";"1004440534"
"1004441280";"MAS";"TRAVA";"N";"S";"1004441280"
"1004441280";"VIS";"TRAVA";"N";"S";"1004441280"
"1004449477";"MAS";"TRAVA";"N";"S";"1004449477"
"1004450742";"MAS";"TRAVA";"S";"N";"1004450742"
"1004450742";"VIS";"TRAVA";"S";"N";"1004450742"
"1004451773";"MAS";"TRAVA";"N";"S";"1004451773"
"1004468315";"VIS";"TRAVA";"S";"N";"1004468315"
"1004470441";"MAS";"TRAVA";"N";"S";"1004470441"
"1004470441";"VIS";"TRAVA";"N";"S";"1004470441"
"1004489010";"VIS";"TRAVA";"S";"N";"1004489010"
"1004490914";"MAS";"TRAVA";"N";"S";"1004490914"
"1004496017";"MAS";"TRAVA";"S";"N";"1004496017"
"1004497749";"MAS";"TRAVA";"S";"N";"1004497749"
"1004498915";"MAS";"TRAVA";"S";"N";"1004498915"
"1004509186";"MAS";"TRAVA";"S";"N";"1004509186"
"1004521704";"MAS";"TRAVA";"S";"N";"1004521704"
"1004521704";"VIS";"TRAVA";"S";"N";"1004521704"
"1004529020";"MAS";"TRAVA";"S";"N";"1004529020"
"1004531459";"MAS";"TRAVA";"N";"S";"1004531459"
"1004533214";"MAS";"TRAVA";"N";"S";"1004533214"
"1004559299";"DIN";"TRAVA";"N";"S";"1004559299"
"1004559361";"MAS";"TRAVA";"S";"N";"1062119212"
"1004560599";"MAS";"TRAVA";"S";"N";"1004560599"
"1004560599";"VIS";"TRAVA";"S";"N";"1004560599"
"1004569545";"DIN";"TRAVA";"S";"N";"1004569545"
"1004569634";"MAS";"TRAVA";"N";"S";"1004569634"
"1004573992";"MAS";"TRAVA";"N";"S";"1004573992"
"1004582100";"MAS";"TRAVA";"S";"N";"1004582100"
"1004584889";"MAS";"TRAVA";"N";"S";"1004584889"
"1004585214";"MAS";"TRAVA";"S";"N";"1004585214"
"1004585230";"MAS";"TRAVA";"N";"S";"1004585230"
"1004585931";"MAS";"TRAVA";"N";"S";"1004585931"
"1004587870";"VIS";"TRAVA";"N";"S";"1004587870"
"1004591036";"MAS";"TRAVA";"S";"N";"1004591036"
"1004591133";"DIN";"TRAVA";"S";"N";"1004591133"
"1004592474";"MAS";"TRAVA";"S";"N";"1004592474"
"1004604359";"MAS";"TRAVA";"N";"S";"1004604359"
"1004604359";"VIS";"TRAVA";"N";"S";"1004604359"
"1004617337";"VIS";"TRAVA";"S";"N";"1004617337"
"1004627251";"DIN";"TRAVA";"S";"N";"1004627251"
"1004627332";"MAS";"TRAVA";"S";"N";"1004627332"
"1004640142";"MAS";"TRAVA";"S";"N";"1004640142"
"1004645900";"MAS";"TRAVA";"S";"N";"1004645900"
"1004650326";"MAS";"TRAVA";"N";"S";"1004650326"
"1004651934";"MAS";"TRAVA";"N";"S";"1004651934"
"1004653368";"MAS";"TRAVA";"N";"S";"1004653368"
"1004658947";"MAS";"TRAVA";"S";"N";"1004658947"
"1004662472";"MAS";"TRAVA";"S";"N";"1004662472"
"1004663983";"DIN";"TRAVA";"S";"N";"1004663983"
"1004669205";"MAS";"TRAVA";"N";"S";"1004669205"
"1004670238";"MAS";"TRAVA";"S";"N";"1004670238"
"1004673440";"MAS";"TRAVA";"S";"N";"1004673440"
"1004674020";"MAS";"TRAVA";"S";"N";"1004674020"
"1004677917";"DIN";"TRAVA";"S";"N";"1004677917"
"1004678107";"MAS";"TRAVA";"S";"N";"1004678107"
"1004680632";"MAS";"TRAVA";"S";"N";"1004680632"
"1004684239";"MAS";"TRAVA";"S";"N";"1004684239"
"1004686118";"VIS";"TRAVA";"N";"S";"1004686118"
"1004691120";"MAS";"TRAVA";"S";"N";"1004691120"
"1004703020";"MAS";"TRAVA";"S";"N";"1004703020"
"1004709487";"MAS";"TRAVA";"N";"S";"1004709487"
"1004729917";"MAS";"TRAVA";"S";"N";"1004729917"
"1004747265";"DIN";"TRAVA";"S";"N";"1004747265"
"1004750673";"MAS";"TRAVA";"S";"N";"1004750673"
"1004759034";"DIN";"TRAVA";"N";"S";"1005855304"
"1004760202";"AME";"TRAVA";"S";"N";"1004760202"
"1004761047";"DIN";"TRAVA";"S";"N";"1004761047"
"1004764909";"MAS";"TRAVA";"S";"N";"1004764909"
"1004788409";"MAS";"TRAVA";"S";"N";"1004788409"
"1004806822";"MAS";"TRAVA";"S";"N";"1004806822"
"1004808159";"MAS";"TRAVA";"N";"S";"1004808159"
"1004808159";"VIS";"TRAVA";"N";"S";"1004808159"
"1004809287";"MAS";"TRAVA";"N";"S";"1004809287"
"1004809287";"VIS";"TRAVA";"N";"S";"1004809287"
"1004812121";"DIN";"TRAVA";"S";"N";"1004812121"
"1004813063";"MAS";"TRAVA";"S";"N";"1004813063"
"1004816542";"VIS";"TRAVA";"N";"S";"1004816542"
"1004829334";"MAS";"TRAVA";"S";"N";"1004829334"
"1004829334";"VIS";"TRAVA";"S";"N";"1004829334"
"1004848495";"DIN";"TRAVA";"S";"N";"1004848495"
"1004852492";"MAS";"TRAVA";"S";"N";"1075603746"
"1004853898";"MAS";"TRAVA";"N";"S";"1004853898"
"1004853898";"VIS";"TRAVA";"N";"S";"1004853898"
"1004857079";"MAS";"TRAVA";"S";"N";"1004857079"
"1004858784";"MAS";"TRAVA";"S";"N";"1004858784"
"1004858830";"AME";"TRAVA";"S";"N";"1004858830"
"1004867872";"MAS";"TRAVA";"N";"S";"1004867872"
"1004867872";"VIS";"TRAVA";"N";"S";"1004867872"
"1004876553";"MAS";"TRAVA";"N";"S";"1004876553"
"1004879102";"VIS";"TRAVA";"S";"N";"1004879102"
"1004894888";"AME";"TRAVA";"S";"N";"1004894888"
"1004899146";"MAS";"TRAVA";"N";"S";"1004899146"
"1004914099";"MAS";"TRAVA";"S";"N";"1004914099"
"1004926062";"MAS";"TRAVA";"N";"S";"1004926062"
"1004926062";"VIS";"TRAVA";"N";"S";"1004926062"
"1004930060";"MAS";"TRAVA";"S";"N";"1004930060"
"1004941177";"MAS";"TRAVA";"S";"N";"1004941177"
"1004944540";"MAS";"TRAVA";"S";"N";"1004944540"
"1004945202";"MAS";"TRAVA";"S";"N";"1004945202"
"1004945202";"VIS";"TRAVA";"S";"N";"1004945202"
"1004945377";"AME";"TRAVA";"S";"N";"1004945377"
"1004953981";"MAS";"TRAVA";"N";"S";"1004953981"
"1004973826";"DIN";"TRAVA";"S";"N";"1001317154"
"1004974105";"VIS";"TRAVA";"N";"S";"1004974105"
"1004981136";"MAS";"TRAVA";"S";"N";"1004981136"
"1004982540";"MAS";"TRAVA";"S";"N";"1004982540"
"1004983651";"VIS";"TRAVA";"S";"N";"1004983651"
"1004984909";"MAS";"TRAVA";"S";"N";"1004984909"
"1004988408";"AME";"TRAVA";"S";"N";"1004988408"
"1004994327";"MAS";"TRAVA";"S";"N";"1004994327"
"1005004177";"MAS";"TRAVA";"N";"S";"1005004177"
"1005014563";"MAS";"TRAVA";"S";"N";"1005014563"
"1005014741";"MAS";"TRAVA";"S";"N";"1005014741"
"1005034203";"MAS";"TRAVA";"N";"S";"1005034203"
"1005041854";"MAS";"TRAVA";"S";"N";"1005041854"
"1005045493";"DIN";"TRAVA";"S";"N";"1005045493"
"1005046058";"MAS";"TRAVA";"S";"N";"1005046058"
"1005051728";"AME";"TRAVA";"S";"N";"1005051728"
"1005052031";"MAS";"TRAVA";"N";"S";"1005052031"
"1005054557";"MAS";"TRAVA";"N";"S";"1005054557"
"1005056452";"MAS";"TRAVA";"S";"N";"1005056452"
"1005059699";"DIN";"TRAVA";"S";"N";"1005059699"
"1005063963";"MAS";"TRAVA";"N";"S";"1005063963"
"1005066997";"MAS";"TRAVA";"S";"N";"1005066997"
"1005068256";"MAS";"TRAVA";"S";"N";"1005068256"
"1005069724";"VIS";"TRAVA";"S";"N";"1005069724"
"1005071575";"MAS";"TRAVA";"N";"S";"1005071575"
"1005071575";"VIS";"TRAVA";"N";"S";"1005071575"
"1005098414";"AME";"TRAVA";"S";"N";"1005098414"
"1005108916";"AME";"TRAVA";"S";"N";"1005108916"
"1005118458";"MAS";"TRAVA";"N";"S";"1005118458"
"1005118458";"VIS";"TRAVA";"N";"S";"1005118458"
"1005124237";"MAS";"TRAVA";"S";"N";"1005124237"
"1005129433";"MAS";"TRAVA";"N";"S";"1005129433"
"1005129433";"VIS";"TRAVA";"N";"S";"1005129433"
"1005129743";"MAS";"TRAVA";"S";"N";"1005129743"
"1005145340";"MAS";"TRAVA";"S";"N";"1005145340"
"1005153172";"MAS";"TRAVA";"S";"N";"1005153172"
"1005157224";"MAS";"TRAVA";"S";"N";"1005157224"
"1005160985";"MAS";"TRAVA";"N";"S";"1005160985"
"1005162775";"VIS";"TRAVA";"N";"S";"1005162775"
"1005163275";"MAS";"TRAVA";"S";"N";"1005163275"
"1005167408";"MAS";"TRAVA";"N";"S";"1005167408"
"1005167408";"VIS";"TRAVA";"N";"S";"1005167408"
"1005182253";"MAS";"TRAVA";"N";"S";"1005182253"
"1005182253";"VIS";"TRAVA";"N";"S";"1005182253"
"1005183500";"MAS";"TRAVA";"N";"S";"1005183500"
"1005184132";"DIN";"TRAVA";"S";"N";"1005184132"
"1005185422";"VIS";"TRAVA";"N";"S";"1005185422"
"1005186577";"MAS";"TRAVA";"S";"N";"1005186577"
"1005186704";"MAS";"TRAVA";"S";"N";"1005186704"
"1005190353";"DIN";"TRAVA";"S";"N";"1005190353"
"1005192399";"MAS";"TRAVA";"S";"N";"1005192399"
"1005197765";"MAS";"TRAVA";"S";"N";"1005197765"
"1005207353";"MAS";"TRAVA";"S";"N";"1005207353"
"1005208368";"AME";"TRAVA";"S";"N";"1005208368"
"1005225408";"MAS";"TRAVA";"S";"N";"1005225408"
"1005232900";"DIN";"TRAVA";"N";"S";"1005232900"
"1005238674";"MAS";"TRAVA";"S";"N";"1005238674"
"1005240008";"MAS";"TRAVA";"S";"N";"1005240008"
"1005250089";"MAS";"TRAVA";"S";"N";"1005250089"
"1005251573";"MAS";"TRAVA";"S";"N";"1005251573"
"1005276592";"MAS";"TRAVA";"S";"N";"1005276592"
"1005297328";"MAS";"TRAVA";"S";"N";"1005297328"
"1005299380";"MAS";"TRAVA";"S";"N";"1005299380"
"1005305142";"MAS";"TRAVA";"S";"N";"1005305142"
"1005311339";"DIN";"TRAVA";"S";"N";"1005311339"
"1005313781";"MAS";"TRAVA";"S";"N";"1005313781"
"1005315989";"MAS";"TRAVA";"S";"N";"1005315989"
"1005317876";"DIN";"TRAVA";"S";"N";"1005317876"
"1005327324";"MAS";"TRAVA";"N";"S";"1005327324"
"1005333952";"MAS";"TRAVA";"N";"S";"1005333952"
"1005345411";"MAS";"TRAVA";"N";"S";"1005345411"
"1005348666";"MAS";"TRAVA";"S";"N";"1005348666"
"1005351845";"MAS";"TRAVA";"S";"N";"1005351845"
"1005354992";"MAS";"TRAVA";"S";"N";"1005354992"
"1005364327";"MAS";"TRAVA";"N";"S";"1005364327"
"1005376198";"MAS";"TRAVA";"N";"S";"1005376198"
"1005376198";"VIS";"TRAVA";"N";"S";"1005376198"
"1005381787";"MAS";"TRAVA";"S";"N";"1005381787"
"1005381787";"VIS";"TRAVA";"S";"N";"1005381787"
"1005397357";"MAS";"TRAVA";"N";"S";"1005397357"
"1005405350";"MAS";"TRAVA";"S";"N";"1005405350"
"1005405414";"MAS";"TRAVA";"N";"S";"1005405414"
"1005417145";"MAS";"TRAVA";"S";"N";"1005417145"
"1005425032";"MAS";"TRAVA";"S";"N";"1005425032"
"1005426314";"MAS";"TRAVA";"S";"N";"1005426314"
"1005427507";"AME";"TRAVA";"S";"N";"1005427507"
"1005455586";"MAS";"TRAVA";"S";"N";"1005455586"
"1005460229";"MAS";"TRAVA";"S";"N";"1005460229"
"1005460717";"VIS";"TRAVA";"S";"N";"1005460717"
"1005468688";"MAS";"TRAVA";"S";"N";"1005468688"
"1005479531";"AME";"TRAVA";"S";"N";"1005479531"
"1005481170";"AME";"TRAVA";"S";"N";"1005481170"
"1005490942";"MAS";"TRAVA";"S";"N";"1005490942"
"1005504030";"DIN";"TRAVA";"S";"N";"1005504030"
"1005504811";"MAS";"TRAVA";"N";"S";"1005504811"
"1005532858";"MAS";"TRAVA";"N";"S";"1005532858"
"1005537558";"MAS";"TRAVA";"S";"N";"1005537558"
"1005550520";"MAS";"TRAVA";"S";"N";"1005550520"
"1005559209";"VIS";"TRAVA";"S";"N";"1005559209"
"1005560584";"MAS";"TRAVA";"S";"N";"1005560584"
"1005563109";"MAS";"TRAVA";"S";"N";"1005563109"
"1005563109";"VIS";"TRAVA";"S";"N";"1005563109"
"1005567473";"MAS";"TRAVA";"S";"N";"1005567473"
"1005574445";"MAS";"TRAVA";"S";"N";"1005574445"
"1005582952";"MAS";"TRAVA";"N";"S";"1005582952"
"1005582952";"VIS";"TRAVA";"N";"S";"1005582952"
"1005583100";"MAS";"TRAVA";"S";"N";"1005583100"
"1005584157";"MAS";"TRAVA";"S";"N";"1005584157"
"1005595205";"AME";"TRAVA";"S";"N";"1005595205"
"1005599529";"MAS";"TRAVA";"S";"N";"1005599529"
"1005607300";"MAS";"TRAVA";"S";"N";"1005607300"
"1005617748";"MAS";"TRAVA";"N";"S";"1005617748"
"1005619872";"MAS";"TRAVA";"N";"S";"1005619872"
"1005619872";"VIS";"TRAVA";"N";"S";"1005619872"
"1005625058";"VIS";"TRAVA";"N";"S";"1005625058"
"1005638818";"MAS";"TRAVA";"S";"N";"1005638818"
"1005642408";"DIN";"TRAVA";"S";"N";"1005642408"
"1005651695";"MAS";"TRAVA";"S";"N";"1005651695"
"1005660325";"VIS";"TRAVA";"S";"N";"1005660325"
"1005660600";"MAS";"TRAVA";"S";"N";"1005660600"
"1005664614";"MAS";"TRAVA";"N";"S";"1005664614"
"1005684356";"MAS";"TRAVA";"N";"S";"1005684356"
"1005684356";"VIS";"TRAVA";"N";"S";"1005684356"
"1005686804";"MAS";"TRAVA";"S";"N";"1005686804"
"1005688238";"DIN";"TRAVA";"S";"N";"1005688238"
"1005695757";"MAS";"TRAVA";"S";"N";"1005695757"
"1005711671";"AME";"TRAVA";"S";"N";"1005711671"
"1005711876";"MAS";"TRAVA";"S";"N";"1005711876"
"1005716169";"MAS";"TRAVA";"S";"N";"1005716169"
"1005722010";"MAS";"TRAVA";"S";"N";"1005722010"
"1005741422";"MAS";"TRAVA";"S";"N";"1005741422"
"1005752653";"AME";"TRAVA";"S";"N";"1005752653"
"1005760877";"MAS";"TRAVA";"S";"N";"1005760877"
"1005765364";"MAS";"TRAVA";"S";"N";"1005765364"
"1005766913";"MAS";"TRAVA";"S";"N";"1005766913"
"1005777630";"MAS";"TRAVA";"S";"N";"1005777630"
"1005777630";"VIS";"TRAVA";"S";"N";"1005777630"
"1005779667";"AME";"TRAVA";"S";"N";"1005779667"
"1005784571";"MAS";"TRAVA";"S";"N";"1005784571"
"1005789328";"MAS";"TRAVA";"N";"S";"1005789328"
"1005793627";"MAS";"TRAVA";"S";"N";"1005793627"
"1005798645";"DIN";"TRAVA";"S";"N";"1005798645"
"1005802235";"MAS";"TRAVA";"S";"N";"1005802235"
"1005880384";"AME";"TRAVA";"S";"N";"1005880384"
"1005888954";"MAS";"TRAVA";"S";"N";"1005888954"
"1005896639";"MAS";"TRAVA";"S";"N";"1005896639"
"1005900989";"MAS";"TRAVA";"N";"S";"1005900989"
"1005903325";"MAS";"TRAVA";"S";"N";"1005903325"
"1005912693";"VIS";"TRAVA";"N";"S";"1005912693"
"1005917946";"MAS";"TRAVA";"S";"N";"1005917946"
"1005920386";"MAS";"TRAVA";"S";"N";"1005920386"
"1005927771";"MAS";"TRAVA";"N";"S";"1005927771"
"1005927992";"MAS";"TRAVA";"S";"N";"1005927992"
"1005929898";"MAS";"TRAVA";"S";"N";"1005929898"
"1005946237";"MAS";"TRAVA";"S";"N";"1005946237"
"1005950730";"MAS";"TRAVA";"N";"S";"1005950730"
"1005950730";"VIS";"TRAVA";"N";"S";"1005950730"
"1005956771";"MAS";"TRAVA";"S";"N";"1005956771"
"1005964642";"MAS";"TRAVA";"S";"N";"1005964642"
"1005971223";"VIS";"TRAVA";"N";"S";"1005971223"
"1005982004";"MAS";"TRAVA";"S";"N";"1005982004"
"1005995149";"MAS";"TRAVA";"S";"N";"1005995149"
"1005996978";"VIS";"TRAVA";"S";"N";"1005996978"
"1006004103";"MAS";"TRAVA";"S";"N";"1006004103"
"1006005266";"MAS";"TRAVA";"S";"N";"1006005266"
"1006008303";"MAS";"TRAVA";"N";"S";"1006008303"
"1006010910";"VIS";"TRAVA";"N";"S";"1006010910"
"1006016357";"VIS";"TRAVA";"N";"S";"1006016357"
"1006026590";"MAS";"TRAVA";"S";"N";"1006026590"
"1006034460";"MAS";"TRAVA";"N";"S";"1006034460"
"1006039110";"MAS";"TRAVA";"S";"N";"1006039110"
"1006054836";"MAS";"TRAVA";"S";"N";"1006054836"
"1006067784";"MAS";"TRAVA";"N";"S";"1006067784"
"1006075701";"MAS";"TRAVA";"S";"N";"1006075701"
"1006085189";"MAS";"TRAVA";"N";"S";"1006085189"
"1006085189";"VIS";"TRAVA";"N";"S";"1006085189"
"1006089478";"MAS";"TRAVA";"N";"S";"1006089478"
"1006093840";"MAS";"TRAVA";"S";"N";"1006093840"
"1006093947";"MAS";"TRAVA";"N";"S";"1006093947"
"1006101605";"MAS";"TRAVA";"N";"S";"1006101605"
"1006101974";"MAS";"TRAVA";"N";"S";"1006101974"
"1006106674";"MAS";"TRAVA";"S";"N";"1006106674"
"1006117196";"MAS";"TRAVA";"S";"N";"1006117196"
"1006124613";"MAS";"TRAVA";"S";"N";"1006124613"
"1006140198";"AME";"TRAVA";"S";"N";"1006140198"
"1006141305";"VIS";"TRAVA";"N";"S";"1006141305"
"1006141828";"MAS";"TRAVA";"S";"N";"1006141828"
"1006144860";"MAS";"TRAVA";"S";"N";"1006144860"
"1006148512";"MAS";"TRAVA";"S";"N";"1006148512"
"1006169773";"VIS";"TRAVA";"N";"S";"1006169773"
"1006170941";"MAS";"TRAVA";"S";"N";"1006170941"
"1006170941";"VIS";"TRAVA";"S";"N";"1006170941"
"1006177164";"AME";"TRAVA";"S";"N";"1006177164"
"1006183903";"MAS";"TRAVA";"S";"N";"1006183903"
"1006188557";"MAS";"TRAVA";"S";"N";"1006188557"
"1006191574";"VIS";"TRAVA";"S";"N";"1006191574"
"1006193933";"MAS";"TRAVA";"S";"N";"1006193933"
"1006196304";"MAS";"TRAVA";"S";"N";"1006196304"
"1006202126";"MAS";"TRAVA";"S";"N";"1006202126"
"1006208973";"MAS";"TRAVA";"N";"S";"1006208973"
"1006208973";"VIS";"TRAVA";"N";"S";"1006208973"
"1006213543";"MAS";"TRAVA";"S";"N";"1006213543"
"1006215856";"MAS";"TRAVA";"S";"N";"1006215856"
"1006216216";"MAS";"TRAVA";"S";"N";"1006216216"
"1006220035";"MAS";"TRAVA";"S";"N";"1006220035"
"1006230073";"DIN";"TRAVA";"S";"N";"1006230073"
"1006230197";"AME";"TRAVA";"S";"N";"1006230197"
"1006239089";"MAS";"TRAVA";"N";"S";"1006239089"
"1006239089";"VIS";"TRAVA";"N";"S";"1006239089"
"1006267856";"MAS";"TRAVA";"S";"N";"1006267856"
"1006274607";"MAS";"TRAVA";"N";"S";"1006274607"
"1006274607";"VIS";"TRAVA";"N";"S";"1006274607"
"1006295159";"MAS";"TRAVA";"S";"N";"1006295159"
"1006304468";"MAS";"TRAVA";"S";"N";"1006304468"
"1006306878";"MAS";"TRAVA";"S";"N";"1006306878"
"1006308480";"MAS";"TRAVA";"N";"S";"1006308480"
"1006308714";"MAS";"TRAVA";"S";"N";"1006308714"
"1006312363";"MAS";"TRAVA";"S";"N";"1006312363"
"1006316628";"VIS";"TRAVA";"N";"S";"1006316628"
"1006322580";"AME";"TRAVA";"S";"N";"1006322580"
"1006325139";"MAS";"TRAVA";"N";"S";"1006325139"
"1006325775";"VIS";"TRAVA";"S";"N";"1006325775"
"1006326720";"MAS";"TRAVA";"S";"N";"1006326720"
"1006335614";"MAS";"TRAVA";"N";"S";"1006335614"
"1006335614";"VIS";"TRAVA";"N";"S";"1006335614"
"1006336580";"MAS";"TRAVA";"S";"N";"1006336580"
"1006337358";"MAS";"TRAVA";"N";"S";"1006337358"
"1006343773";"VIS";"TRAVA";"S";"N";"1006343773"
"1006348503";"AME";"TRAVA";"S";"N";"1006348503"
"1006350400";"VIS";"TRAVA";"S";"N";"1006350400"
"1006355135";"DIN";"TRAVA";"S";"N";"1006355135"
"1006382230";"MAS";"TRAVA";"S";"N";"1006382230"
"1006422568";"MAS";"TRAVA";"S";"N";"1006422568"
"1006425494";"MAS";"TRAVA";"S";"N";"1006425494"
"1006429708";"MAS";"TRAVA";"S";"N";"1006429708"
"1006429708";"VIS";"TRAVA";"S";"N";"1006429708"
"1006429872";"VIS";"TRAVA";"N";"S";"1006429872"
"1006434000";"VIS";"TRAVA";"S";"N";"1006434000"
"1006435104";"MAS";"TRAVA";"S";"N";"1006435104"
"1006435996";"MAS";"TRAVA";"S";"N";"1006435996"
"1006439533";"MAS";"TRAVA";"S";"N";"1006439533"
"1006439916";"MAS";"TRAVA";"S";"N";"1006439916"
"1006439924";"MAS";"TRAVA";"S";"N";"1006439924"
"1006461857";"MAS";"TRAVA";"S";"N";"1006461857"
"1006467642";"AME";"TRAVA";"S";"N";"1006467642"
"1006470198";"MAS";"TRAVA";"N";"S";"1006470180"
"1006470678";"MAS";"TRAVA";"S";"N";"1006470678"
"1006477052";"MAS";"TRAVA";"N";"S";"1006477052"
"1006483451";"VIS";"TRAVA";"S";"N";"1006483451"
"1006488569";"AME";"TRAVA";"S";"N";"1006488569"
"1006511757";"VIS";"TRAVA";"N";"S";"1006511757"
"1006516147";"MAS";"TRAVA";"S";"N";"1006516147"
"1006520942";"MAS";"TRAVA";"N";"S";"1006520942"
"1006520942";"VIS";"TRAVA";"N";"S";"1006520942"
"1006522368";"VIS";"TRAVA";"S";"N";"1006522368"
"1006541257";"MAS";"TRAVA";"S";"N";"1006541257"
"1006541729";"MAS";"TRAVA";"N";"S";"1006541729"
"1006569615";"MAS";"TRAVA";"N";"S";"1006569615"
"1006571393";"VIS";"TRAVA";"S";"N";"1006571393"
"1006575437";"VIS";"TRAVA";"S";"N";"1006575437"
"1006578827";"MAS";"TRAVA";"N";"S";"1006578827"
"1006578827";"VIS";"TRAVA";"N";"S";"1006578827"
"1006583014";"MAS";"TRAVA";"S";"N";"1006583014"
"1006592862";"MAS";"TRAVA";"S";"N";"1006592862"
"1006594989";"MAS";"TRAVA";"S";"N";"1006594989"
"1006597554";"DIN";"TRAVA";"S";"N";"1006597554"
"1006604950";"MAS";"TRAVA";"S";"N";"1006604950"
"1006605450";"AME";"TRAVA";"S";"N";"1006605450"
"1006605468";"MAS";"TRAVA";"N";"S";"1006605468"
"1006606553";"VIS";"TRAVA";"S";"N";"1006606553"
"1006610453";"MAS";"TRAVA";"N";"S";"1006610453"
"1006611107";"MAS";"TRAVA";"S";"N";"1006611107"
"1006612189";"DIN";"TRAVA";"S";"N";"1006612189"
"1006622117";"MAS";"TRAVA";"S";"N";"1006622117"
"1006629111";"AME";"TRAVA";"S";"N";"1006629111"
"1006632325";"MAS";"TRAVA";"S";"N";"1006632325"
"1006632325";"VIS";"TRAVA";"S";"N";"1006632325"
"1006637858";"MAS";"TRAVA";"S";"N";"1006637858"
"1006656682";"DIN";"TRAVA";"S";"N";"1006656682"
"1006657735";"MAS";"TRAVA";"S";"N";"1006657735"
"1006657867";"MAS";"TRAVA";"S";"N";"1006657867"
"1006658723";"VIS";"TRAVA";"N";"S";"1006658723"
"1006665681";"VIS";"TRAVA";"S";"N";"1006665681"
"1006665860";"AME";"TRAVA";"S";"N";"1006665860"
"1006685682";"MAS";"TRAVA";"N";"S";"1006685682"
"1006687774";"MAS";"TRAVA";"S";"N";"1006687774"
"1006699950";"MAS";"TRAVA";"S";"N";"1006699950"
"1006702307";"AME";"TRAVA";"S";"N";"1006702307"
"1006710490";"VIS";"TRAVA";"S";"N";"1006710490"
"1006736953";"MAS";"TRAVA";"N";"S";"1006736953"
